,time,pre_total_sheet
3390,2020/7/18-12,8
3391,2020/7/18-13,24
3392,2020/7/18-14,13
3393,2020/7/18-15,26
3394,2020/7/18-16,29
3395,2020/7/18-17,26
3396,2020/7/18-18,8
3397,2020/7/18-19,7
3398,2020/7/18-20,4
3399,2020/7/18-21,4
3400,2020/7/18-22,5
3401,2020/7/18-23,3
3402,2020/7/19-1,21
3403,2020/7/19-3,1
3404,2020/7/19-5,1
3405,2020/7/19-6,2
3406,2020/7/19-7,3
3407,2020/7/19-9,5
3408,2020/7/19-10,15
3409,2020/7/19-11,6
3410,2020/7/19-12,16
3411,2020/7/19-13,7
3412,2020/7/19-14,1
3413,2020/7/19-15,16
3414,2020/7/19-16,12
3415,2020/7/19-17,11
3416,2020/7/19-18,27
3417,2020/7/19-19,12
3418,2020/7/19-20,20
3419,2020/7/19-21,5
3420,2020/7/19-22,8
3421,2020/7/19-23,1
3422,2020/7/2-4,4
3423,2020/7/2-6,4
3424,2020/7/2-7,8
3425,2020/7/2-8,2
3426,2020/7/2-9,8
3427,2020/7/2-10,9
3428,2020/7/2-11,5
3429,2020/7/2-12,1
3430,2020/7/2-13,2
3431,2020/7/2-14,4
3432,2020/7/2-15,2
3433,2020/7/2-16,12
3434,2020/7/2-17,1
3435,2020/7/2-18,2
3436,2020/7/2-19,12
3437,2020/7/2-20,3
3438,2020/7/2-21,14
3439,2020/7/2-22,1
3440,2020/7/20-1,1
3441,2020/7/20-2,3
3442,2020/7/20-3,1
3443,2020/7/20-4,6
3444,2020/7/20-7,3
3445,2020/7/20-8,2
3446,2020/7/20-9,5
3447,2020/7/20-10,15
3448,2020/7/20-11,19
3449,2020/7/20-12,8
3450,2020/7/20-13,43
3451,2020/7/20-14,43
3452,2020/7/20-15,16
3453,2020/7/20-16,29
3454,2020/7/20-17,8
3455,2020/7/20-18,5
3456,2020/7/20-19,14
3457,2020/7/20-20,12
3458,2020/7/20-21,3
3459,2020/7/20-22,6
3460,2020/7/20-23,17
3461,2020/7/21-0,1
3462,2020/7/21-2,2
3463,2020/7/21-5,8
3464,2020/7/21-6,1
3465,2020/7/21-7,3
3466,2020/7/21-8,1
3467,2020/7/21-9,13
3468,2020/7/21-10,15
3469,2020/7/21-11,25
3470,2020/7/21-12,26
3471,2020/7/21-13,14
3472,2020/7/21-14,6
3473,2020/7/21-15,25
3474,2020/7/21-16,8
3475,2020/7/21-17,15
3476,2020/7/21-18,19
3477,2020/7/21-19,11
3478,2020/7/21-20,19
3479,2020/7/21-21,8
3480,2020/7/21-22,24
3481,2020/7/21-23,7
3482,2020/7/22-0,6
3483,2020/7/22-1,6
3484,2020/7/22-2,1
3485,2020/7/22-3,1
3486,2020/7/22-5,5
3487,2020/7/22-6,3
3488,2020/7/22-7,1
3489,2020/7/22-8,6
3490,2020/7/22-9,8
3491,2020/7/22-10,14
3492,2020/7/22-11,20
3493,2020/7/22-12,9
3494,2020/7/22-13,14
3495,2020/7/22-14,14
3496,2020/7/22-15,16
3497,2020/7/22-16,11
3498,2020/7/22-17,11
3499,2020/7/22-18,8
3500,2020/7/22-19,2
3501,2020/7/22-20,61
3502,2020/7/22-21,4
3503,2020/7/22-22,4
3504,2020/7/22-23,14
3505,2020/7/23-0,42
3506,2020/7/23-1,1
3507,2020/7/23-5,3
3508,2020/7/23-6,6
3509,2020/7/23-7,1
3510,2020/7/23-8,2
3511,2020/7/23-9,9
3512,2020/7/23-10,28
3513,2020/7/23-11,14
3514,2020/7/23-12,11
3515,2020/7/23-13,13
3516,2020/7/23-14,3
3517,2020/7/23-15,31
3518,2020/7/23-16,12
3519,2020/7/23-17,2
3520,2020/7/23-18,36
3521,2020/7/23-19,8
3522,2020/7/23-20,11
3523,2020/7/23-21,12
3524,2020/7/23-22,5
3525,2020/7/23-23,3
3526,2020/7/24-4,2
3527,2020/7/24-5,3
3528,2020/7/24-6,1
3529,2020/7/24-7,1
3530,2020/7/24-8,5
3531,2020/7/24-9,9
3532,2020/7/24-10,7
3533,2020/7/24-11,21
3534,2020/7/24-12,2
3535,2020/7/24-13,16
3536,2020/7/24-14,13
3537,2020/7/24-15,1
3538,2020/7/24-16,2
3539,2020/7/24-17,11
3540,2020/7/24-18,7
3541,2020/7/24-19,9
3542,2020/7/24-20,21
3543,2020/7/24-21,13
3544,2020/7/24-22,52
3545,2020/7/24-23,5
3546,2020/7/25-1,3
3547,2020/7/25-3,1
3548,2020/7/25-4,2
3549,2020/7/25-5,4
3550,2020/7/25-6,2
3551,2020/7/25-8,2
3552,2020/7/25-9,17
3553,2020/7/25-10,20
3554,2020/7/25-11,37
3555,2020/7/25-12,29
3556,2020/7/25-13,10
3557,2020/7/25-14,5
3558,2020/7/25-15,9
3559,2020/7/25-16,10
3560,2020/7/25-17,5
3561,2020/7/25-18,10
3562,2020/7/25-19,42
3563,2020/7/25-20,6
3564,2020/7/25-21,14
3565,2020/7/25-22,2
3566,2020/7/25-23,9
3567,2020/7/26-0,9
3568,2020/7/26-1,9
3569,2020/7/26-2,1
3570,2020/7/26-3,1
3571,2020/7/26-4,3
3572,2020/7/26-5,7
3573,2020/7/26-6,2
3574,2020/7/26-7,3
3575,2020/7/26-8,3
3576,2020/7/26-9,16
3577,2020/7/26-10,16
3578,2020/7/26-11,17
3579,2020/7/26-12,13
3580,2020/7/26-13,14
3581,2020/7/26-14,16
3582,2020/7/26-15,5
3583,2020/7/26-16,5
3584,2020/7/26-17,17
3585,2020/7/26-19,18
3586,2020/7/26-20,32
3587,2020/7/26-21,22
3588,2020/7/26-22,34
3589,2020/7/26-23,24
3590,2020/7/27-0,3
3591,2020/7/27-1,3
3592,2020/7/27-2,2
3593,2020/7/27-3,2
3594,2020/7/27-4,1
3595,2020/7/27-5,1
3596,2020/7/27-6,4
3597,2020/7/27-7,19
3598,2020/7/27-8,9
3599,2020/7/27-9,10
3600,2020/7/27-10,8
3601,2020/7/27-11,6
3602,2020/7/27-12,13
3603,2020/7/27-13,12
3604,2020/7/27-14,11
3605,2020/7/27-15,25
3606,2020/7/27-16,20
3607,2020/7/27-17,12
3608,2020/7/27-18,12
3609,2020/7/27-19,5
3610,2020/7/27-20,13
3611,2020/7/27-21,6
3612,2020/7/27-22,24
3613,2020/7/27-23,2
3614,2020/7/28-0,1
3615,2020/7/28-1,4
3616,2020/7/28-2,1
3617,2020/7/28-3,2
3618,2020/7/28-4,4
3619,2020/7/28-5,15
3620,2020/7/28-6,2
3621,2020/7/28-7,6
3622,2020/7/28-8,7
3623,2020/7/28-9,13
3624,2020/7/28-10,24
3625,2020/7/28-11,8
3626,2020/7/28-12,8
3627,2020/7/28-13,19
3628,2020/7/28-14,35
3629,2020/7/28-15,11
3630,2020/7/28-16,38
3631,2020/7/28-17,35
3632,2020/7/28-18,22
3633,2020/7/28-19,4
3634,2020/7/28-20,28
3635,2020/7/28-21,18
3636,2020/7/28-22,6
3637,2020/7/28-23,1
3638,2020/7/29-0,6
3639,2020/7/29-1,35
3640,2020/7/29-2,1
3641,2020/7/29-4,3
3642,2020/7/29-6,4
3643,2020/7/29-8,1
3644,2020/7/29-9,4
3645,2020/7/29-10,24
3646,2020/7/29-11,19
3647,2020/7/29-12,10
3648,2020/7/29-13,4
3649,2020/7/29-14,8
3650,2020/7/29-15,8
3651,2020/7/29-16,28
3652,2020/7/29-17,26
3653,2020/7/29-18,18
3654,2020/7/29-19,15
3655,2020/7/29-20,6
3656,2020/7/29-21,6
3657,2020/7/29-23,15
3658,2020/7/3-6,2
3659,2020/7/3-7,3
3660,2020/7/3-9,3
3661,2020/7/3-10,5
3662,2020/7/3-11,23
3663,2020/7/3-13,4
3664,2020/7/3-14,3
3665,2020/7/3-15,2
3666,2020/7/3-16,17
3667,2020/7/3-17,5
3668,2020/7/3-18,6
3669,2020/7/3-19,35
3670,2020/7/3-20,3
3671,2020/7/3-21,1
3672,2020/7/3-22,35
3673,2020/7/30-0,4
3674,2020/7/30-2,1
3675,2020/7/30-3,4
3676,2020/7/30-5,12
3677,2020/7/30-6,3
3678,2020/7/30-7,4
3679,2020/7/30-9,1
3680,2020/7/30-10,10
3681,2020/7/30-11,16
3682,2020/7/30-12,7
3683,2020/7/30-13,22
3684,2020/7/30-14,33
3685,2020/7/30-15,30
3686,2020/7/30-16,10
3687,2020/7/30-17,40
3688,2020/7/30-18,5
3689,2020/7/30-19,12
3690,2020/7/30-20,10
3691,2020/7/30-21,1
3692,2020/7/30-22,44
3693,2020/7/30-23,1
3694,2020/7/31-0,1
3695,2020/7/31-1,2
3696,2020/7/31-3,2
3697,2020/7/31-5,1
3698,2020/7/31-6,3
3699,2020/7/31-7,1
3700,2020/7/31-8,4
3701,2020/7/31-9,14
3702,2020/7/31-10,17
3703,2020/7/31-11,10
3704,2020/7/31-12,4
3705,2020/7/31-13,10
3706,2020/7/31-14,6
3707,2020/7/31-15,18
3708,2020/7/31-16,13
3709,2020/7/31-17,13
3710,2020/7/31-18,25
3711,2020/7/31-19,22
3712,2020/7/31-20,6
3713,2020/7/31-21,12
3714,2020/7/31-22,4
3715,2020/7/31-23,6
3716,2020/7/4-4,1
3717,2020/7/4-5,2
3718,2020/7/4-8,2
3719,2020/7/4-9,6
3720,2020/7/4-10,9
3721,2020/7/4-11,1
3722,2020/7/4-12,38
3723,2020/7/4-13,27
3724,2020/7/4-14,13
3725,2020/7/4-15,1
3726,2020/7/4-16,1
3727,2020/7/4-17,5
3728,2020/7/4-18,22
3729,2020/7/4-19,7
3730,2020/7/4-20,1
3731,2020/7/4-21,5
3732,2020/7/4-22,3
3733,2020/7/4-23,8
3734,2020/7/5-2,1
3735,2020/7/5-7,3
3736,2020/7/5-8,1
3737,2020/7/5-9,15
3738,2020/7/5-10,13
3739,2020/7/5-11,7
3740,2020/7/5-12,3
3741,2020/7/5-13,6
3742,2020/7/5-14,3
3743,2020/7/5-15,14
3744,2020/7/5-16,12
3745,2020/7/5-17,18
3746,2020/7/5-18,2
3747,2020/7/5-19,20
3748,2020/7/5-20,1
3749,2020/7/5-21,39
3750,2020/7/5-22,3
3751,2020/7/5-23,1
3752,2020/7/6-0,4
3753,2020/7/6-2,12
3754,2020/7/6-3,1
3755,2020/7/6-4,1
3756,2020/7/6-6,1
3757,2020/7/6-8,2
3758,2020/7/6-9,4
3759,2020/7/6-10,4
3760,2020/7/6-11,6
3761,2020/7/6-12,2
3762,2020/7/6-13,6
3763,2020/7/6-15,13
3764,2020/7/6-16,1
3765,2020/7/6-17,6
3766,2020/7/6-18,4
3767,2020/7/6-19,4
3768,2020/7/6-21,1
3769,2020/7/6-23,5
3770,2020/7/7-1,1
3771,2020/7/7-4,1
3772,2020/7/7-5,1
3773,2020/7/7-6,3
3774,2020/7/7-7,2
3775,2020/7/7-8,1
3776,2020/7/7-9,4
3777,2020/7/7-10,3
3778,2020/7/7-11,4
3779,2020/7/7-12,2
3780,2020/7/7-13,5
3781,2020/7/7-14,8
3782,2020/7/7-15,29
3783,2020/7/7-17,32
3784,2020/7/7-18,6
3785,2020/7/7-19,4
3786,2020/7/7-21,2
3787,2020/7/7-22,1
3788,2020/7/7-23,2
3789,2020/7/8-2,1
3790,2020/7/8-7,1
3791,2020/7/8-9,3
3792,2020/7/8-10,12
3793,2020/7/8-11,2
3794,2020/7/8-12,3
3795,2020/7/8-13,1
3796,2020/7/8-14,6
3797,2020/7/8-15,1
3798,2020/7/8-17,4
3799,2020/7/8-19,2
3800,2020/7/8-21,3
3801,2020/7/8-22,2
3802,2020/7/8-23,1
3803,2020/7/9-5,1
3804,2020/7/9-8,1
3805,2020/7/9-9,6
3806,2020/7/9-10,4
3807,2020/7/9-11,4
3808,2020/7/9-12,1
3809,2020/7/9-14,3
3810,2020/7/9-15,2
3811,2020/7/9-16,2
3812,2020/7/9-17,1
3813,2020/7/9-18,1
3814,2020/7/9-19,7
3815,2020/7/9-20,3
3816,2020/7/9-21,2
3817,2020/7/9-22,34
3818,2020/7/9-23,2
3819,2020/8/1-0,1
3820,2020/8/1-5,1
3821,2020/8/1-6,4
3822,2020/8/1-7,26
3823,2020/8/1-8,10
3824,2020/8/1-9,8
3825,2020/8/1-10,12
3826,2020/8/1-11,6
3827,2020/8/1-12,3
3828,2020/8/1-13,4
3829,2020/8/1-14,9
3830,2020/8/1-15,27
3831,2020/8/1-16,21
3832,2020/8/1-17,14
3833,2020/8/1-18,23
3834,2020/8/1-19,12
3835,2020/8/1-20,10
3836,2020/8/1-21,8
3837,2020/8/1-22,13
3838,2020/8/1-23,2
3839,2020/8/10-0,3
3840,2020/8/10-5,2
3841,2020/8/10-6,2
3842,2020/8/10-9,3
3843,2020/8/10-10,16
3844,2020/8/10-11,24
3845,2020/8/10-12,59
3846,2020/8/10-13,7
3847,2020/8/10-14,10
3848,2020/8/10-15,22
3849,2020/8/10-16,10
3850,2020/8/10-17,37
3851,2020/8/10-18,3
3852,2020/8/10-19,28
3853,2020/8/10-20,29
3854,2020/8/10-22,2
3855,2020/8/10-23,2
3856,2020/8/11-0,1
3857,2020/8/11-1,4
3858,2020/8/11-2,5
3859,2020/8/11-3,1
3860,2020/8/11-5,8
3861,2020/8/11-6,6
3862,2020/8/11-7,4
3863,2020/8/11-8,4
3864,2020/8/11-9,13
3865,2020/8/11-10,16
3866,2020/8/11-11,22
3867,2020/8/11-12,10
3868,2020/8/11-13,7
3869,2020/8/11-14,10
3870,2020/8/11-15,7
3871,2020/8/11-16,13
3872,2020/8/11-17,20
3873,2020/8/11-18,43
3874,2020/8/11-19,17
3875,2020/8/11-20,36
3876,2020/8/11-21,26
3877,2020/8/11-22,1
3878,2020/8/11-23,4
3879,2020/8/12-0,4
3880,2020/8/12-1,2
3881,2020/8/12-4,19
3882,2020/8/12-6,5
3883,2020/8/12-8,3
3884,2020/8/12-9,8
3885,2020/8/12-10,6
3886,2020/8/12-11,28
3887,2020/8/12-12,18
3888,2020/8/12-13,1
3889,2020/8/12-14,10
3890,2020/8/12-15,9
3891,2020/8/12-16,4
3892,2020/8/12-17,5
3893,2020/8/12-18,5
3894,2020/8/12-19,17
3895,2020/8/12-20,8
3896,2020/8/12-21,4
3897,2020/8/12-22,3
3898,2020/8/12-23,12
3899,2020/8/13-0,3
3900,2020/8/13-1,3
3901,2020/8/13-4,7
3902,2020/8/13-5,4
3903,2020/8/13-6,3
3904,2020/8/13-7,1
3905,2020/8/13-8,6
3906,2020/8/13-9,5
3907,2020/8/13-10,9
3908,2020/8/13-11,3
3909,2020/8/13-12,14
3910,2020/8/13-13,4
3911,2020/8/13-14,29
3912,2020/8/13-15,34
3913,2020/8/13-16,23
3914,2020/8/13-17,21
3915,2020/8/13-18,11
3916,2020/8/13-19,9
3917,2020/8/13-20,27
3918,2020/8/13-21,23
3919,2020/8/13-22,50
3920,2020/8/13-23,6
3921,2020/8/14-0,1
3922,2020/8/14-1,4
3923,2020/8/14-3,1
3924,2020/8/14-5,2
3925,2020/8/14-7,4
3926,2020/8/14-8,2
3927,2020/8/14-9,3
3928,2020/8/14-10,10
3929,2020/8/14-11,17
3930,2020/8/14-12,11
3931,2020/8/14-13,9
3932,2020/8/14-14,9
3933,2020/8/14-15,19
3934,2020/8/14-16,14
3935,2020/8/14-17,9
3936,2020/8/14-18,10
3937,2020/8/14-19,13
3938,2020/8/14-20,9
3939,2020/8/14-21,9
3940,2020/8/14-22,4
3941,2020/8/14-23,3
3942,2020/8/15-0,4
3943,2020/8/15-4,1
3944,2020/8/15-5,3
3945,2020/8/15-6,3
3946,2020/8/15-7,1
3947,2020/8/15-8,8
3948,2020/8/15-9,2
3949,2020/8/15-10,1
3950,2020/8/15-11,4
3951,2020/8/15-12,19
3952,2020/8/15-13,32
3953,2020/8/15-14,16
3954,2020/8/15-15,40
3955,2020/8/15-17,20
3956,2020/8/15-18,18
3957,2020/8/15-19,17
3958,2020/8/15-20,10
3959,2020/8/15-21,14
3960,2020/8/15-22,4
3961,2020/8/15-23,7
3962,2020/8/16-2,2
3963,2020/8/16-3,2
3964,2020/8/16-5,2
3965,2020/8/16-7,13
3966,2020/8/16-10,47
3967,2020/8/16-11,20
3968,2020/8/16-12,13
3969,2020/8/16-13,30
3970,2020/8/16-14,36
3971,2020/8/16-15,9
3972,2020/8/16-16,51
3973,2020/8/16-17,32
3974,2020/8/16-18,16
3975,2020/8/16-19,15
3976,2020/8/16-20,16
3977,2020/8/16-21,9
3978,2020/8/16-22,12
3979,2020/8/16-23,9
3980,2020/8/17-1,3
3981,2020/8/17-2,3
3982,2020/8/17-4,1
3983,2020/8/17-7,2
3984,2020/8/17-8,9
3985,2020/8/17-9,3
3986,2020/8/17-10,24
3987,2020/8/17-11,21
3988,2020/8/17-12,10
3989,2020/8/17-13,8
3990,2020/8/17-14,42
3991,2020/8/17-15,35
3992,2020/8/17-16,4
3993,2020/8/17-17,24
3994,2020/8/17-18,7
3995,2020/8/17-19,21
3996,2020/8/17-20,21
3997,2020/8/17-21,28
3998,2020/8/17-22,5
3999,2020/8/17-23,47
4000,2020/8/18-0,23
4001,2020/8/18-1,2
4002,2020/8/18-2,25
4003,2020/8/18-3,1
4004,2020/8/18-4,2
4005,2020/8/18-5,1
4006,2020/8/18-6,3
4007,2020/8/18-7,6
4008,2020/8/18-9,8
4009,2020/8/18-10,8
4010,2020/8/18-11,59
4011,2020/8/18-12,13
4012,2020/8/18-13,9
4013,2020/8/18-14,9
4014,2020/8/18-15,6
4015,2020/8/18-16,1
4016,2020/8/18-17,4
4017,2020/8/18-18,14
4018,2020/8/18-19,23
4019,2020/8/18-20,12
4020,2020/8/18-21,6
4021,2020/8/18-22,6
4022,2020/8/18-23,5
4023,2020/8/19-0,2
4024,2020/8/19-1,4
4025,2020/8/19-3,3
4026,2020/8/19-6,13
4027,2020/8/19-7,1
4028,2020/8/19-8,6
4029,2020/8/19-9,2
4030,2020/8/19-10,6
4031,2020/8/19-11,9
4032,2020/8/19-12,8
4033,2020/8/19-13,8
4034,2020/8/19-14,9
4035,2020/8/19-15,42
4036,2020/8/19-16,5
4037,2020/8/19-17,10
4038,2020/8/19-18,10
4039,2020/8/19-19,6
4040,2020/8/19-20,12
4041,2020/8/19-21,29
4042,2020/8/19-22,19
4043,2020/8/19-23,14
4044,2020/8/2-4,1
4045,2020/8/2-6,1
4046,2020/8/2-7,2
4047,2020/8/2-8,1
4048,2020/8/2-9,12
4049,2020/8/2-10,14
4050,2020/8/2-11,7
4051,2020/8/2-12,10
4052,2020/8/2-13,6
4053,2020/8/2-14,7
4054,2020/8/2-15,12
4055,2020/8/2-16,16
4056,2020/8/2-17,26
4057,2020/8/2-18,51
4058,2020/8/2-19,43
4059,2020/8/2-20,13
4060,2020/8/2-21,2
4061,2020/8/2-22,23
4062,2020/8/2-23,2
4063,2020/8/20-0,2
4064,2020/8/20-1,1
4065,2020/8/20-2,1
4066,2020/8/20-3,1
4067,2020/8/20-7,1
4068,2020/8/20-8,2
4069,2020/8/20-9,1
4070,2020/8/20-10,3
4071,2020/8/20-11,12
4072,2020/8/20-12,20
4073,2020/8/20-13,18
4074,2020/8/20-14,15
4075,2020/8/20-15,4
4076,2020/8/20-16,9
4077,2020/8/20-17,9
4078,2020/8/20-18,9
4079,2020/8/20-19,12
4080,2020/8/20-20,13
4081,2020/8/20-21,2
4082,2020/8/20-22,6
4083,2020/8/20-23,7
4084,2020/8/21-0,4
4085,2020/8/21-6,1
4086,2020/8/21-7,2
4087,2020/8/21-8,1
4088,2020/8/21-9,5
4089,2020/8/21-11,10
4090,2020/8/21-12,8
4091,2020/8/21-13,12
4092,2020/8/21-14,15
4093,2020/8/21-15,11
4094,2020/8/21-16,14
4095,2020/8/21-17,32
4096,2020/8/21-18,15
4097,2020/8/21-19,4
4098,2020/8/21-20,27
4099,2020/8/21-21,21
4100,2020/8/21-22,6
4101,2020/8/21-23,3
4102,2020/8/22-0,1
4103,2020/8/22-1,6
4104,2020/8/22-2,2
4105,2020/8/22-4,1
4106,2020/8/22-5,2
4107,2020/8/22-6,2
4108,2020/8/22-7,7
4109,2020/8/22-8,6
4110,2020/8/22-9,7
4111,2020/8/22-10,4
4112,2020/8/22-11,2
4113,2020/8/22-12,7
4114,2020/8/22-13,13
4115,2020/8/22-14,5
4116,2020/8/22-15,15
4117,2020/8/22-16,6
4118,2020/8/22-17,12
4119,2020/8/22-18,8
4120,2020/8/22-19,4
4121,2020/8/22-20,8
4122,2020/8/22-21,6
4123,2020/8/22-22,3
4124,2020/8/22-23,57
4125,2020/8/23-0,2
4126,2020/8/23-1,5
4127,2020/8/23-2,1
4128,2020/8/23-3,7
4129,2020/8/23-4,2
4130,2020/8/23-5,1
4131,2020/8/23-8,4
4132,2020/8/23-9,4
4133,2020/8/23-10,13
4134,2020/8/23-11,16
4135,2020/8/23-12,35
4136,2020/8/23-13,14
4137,2020/8/23-14,7
4138,2020/8/23-15,7
4139,2020/8/23-16,6
4140,2020/8/23-17,21
4141,2020/8/23-18,8
4142,2020/8/23-19,35
4143,2020/8/23-20,73
4144,2020/8/23-21,6
4145,2020/8/23-22,12
4146,2020/8/23-23,25
4147,2020/8/24-0,16
4148,2020/8/24-1,2
4149,2020/8/24-2,6
4150,2020/8/24-3,5
4151,2020/8/24-4,6
4152,2020/8/24-5,3
4153,2020/8/24-6,4
4154,2020/8/24-7,7
4155,2020/8/24-9,4
4156,2020/8/24-10,2
4157,2020/8/24-11,14
4158,2020/8/24-12,13
4159,2020/8/24-13,18
4160,2020/8/24-14,4
4161,2020/8/24-15,6
4162,2020/8/24-16,2
4163,2020/8/24-17,11
4164,2020/8/24-18,7
4165,2020/8/24-19,9
4166,2020/8/24-20,79
4167,2020/8/24-21,8
4168,2020/8/24-22,6
4169,2020/8/24-23,3
4170,2020/8/25-0,7
4171,2020/8/25-1,2
4172,2020/8/25-2,3
4173,2020/8/25-4,1
4174,2020/8/25-6,1
4175,2020/8/25-7,3
4176,2020/8/25-8,2
4177,2020/8/25-9,1
4178,2020/8/25-10,5
4179,2020/8/25-11,3
4180,2020/8/25-12,7
4181,2020/8/25-13,5
4182,2020/8/25-14,3
4183,2020/8/25-15,4
4184,2020/8/25-16,1
4185,2020/8/25-17,1
4186,2020/8/25-18,8
4187,2020/8/25-19,11
4188,2020/8/25-20,6
4189,2020/8/25-21,19
4190,2020/8/25-22,4
4191,2020/8/25-23,7
4192,2020/8/26-0,5
4193,2020/8/26-1,1
4194,2020/8/26-2,2
4195,2020/8/26-3,2
4196,2020/8/26-4,1
4197,2020/8/26-5,5
4198,2020/8/26-6,1
4199,2020/8/26-7,3
4200,2020/8/26-9,7
4201,2020/8/26-10,4
4202,2020/8/26-11,12
4203,2020/8/26-12,7
4204,2020/8/26-13,3
4205,2020/8/26-14,17
4206,2020/8/26-15,9
4207,2020/8/26-16,55
4208,2020/8/26-17,4
4209,2020/8/26-18,4
4210,2020/8/26-19,12
4211,2020/8/26-20,10
4212,2020/8/26-21,5
4213,2020/8/26-22,1
4214,2020/8/27-3,1
4215,2020/8/27-6,1
4216,2020/8/27-7,15
4217,2020/8/27-8,4
4218,2020/8/27-9,2
4219,2020/8/27-10,11
4220,2020/8/27-11,12
4221,2020/8/27-12,15
4222,2020/8/27-13,8
4223,2020/8/27-14,9
4224,2020/8/27-15,15
4225,2020/8/27-16,3
4226,2020/8/27-17,18
4227,2020/8/27-18,4
4228,2020/8/27-19,7
4229,2020/8/27-20,7
4230,2020/8/27-21,3
4231,2020/8/27-22,4
4232,2020/8/27-23,9
4233,2020/8/28-0,3
4234,2020/8/28-1,1
4235,2020/8/28-2,1
4236,2020/8/28-4,5
4237,2020/8/28-7,3
4238,2020/8/28-8,3
4239,2020/8/28-9,3
4240,2020/8/28-10,32
4241,2020/8/28-11,5
4242,2020/8/28-12,13
4243,2020/8/28-13,2
4244,2020/8/28-14,6
4245,2020/8/28-15,8
4246,2020/8/28-16,11
4247,2020/8/28-17,82
4248,2020/8/28-18,20
4249,2020/8/28-19,6
4250,2020/8/28-20,10
4251,2020/8/28-21,72
4252,2020/8/28-22,12
4253,2020/8/28-23,7
4254,2020/8/29-1,2
4255,2020/8/29-2,1
4256,2020/8/29-3,5
4257,2020/8/29-4,2
4258,2020/8/29-5,3
4259,2020/8/29-6,1
4260,2020/8/29-8,4
4261,2020/8/29-9,4
4262,2020/8/29-10,28
4263,2020/8/29-11,7
4264,2020/8/29-12,32
4265,2020/8/29-13,14
4266,2020/8/29-14,72
4267,2020/8/29-15,14
4268,2020/8/29-16,13
4269,2020/8/29-17,11
4270,2020/8/29-18,26
4271,2020/8/29-19,4
4272,2020/8/29-20,15
4273,2020/8/29-21,13
4274,2020/8/29-22,5
4275,2020/8/29-23,62
4276,2020/8/3-1,2
4277,2020/8/3-6,1
4278,2020/8/3-7,1
4279,2020/8/3-9,4
4280,2020/8/3-10,8
4281,2020/8/3-11,12
4282,2020/8/3-12,9
4283,2020/8/3-13,12
4284,2020/8/3-14,18
4285,2020/8/3-15,24
4286,2020/8/3-16,33
4287,2020/8/3-17,29
4288,2020/8/3-18,39
4289,2020/8/3-19,10
4290,2020/8/3-20,8
4291,2020/8/3-21,11
4292,2020/8/3-22,3
4293,2020/8/3-23,2
4294,2020/8/30-0,4
4295,2020/8/30-1,1
4296,2020/8/30-3,2
4297,2020/8/30-6,1
4298,2020/8/30-7,1
4299,2020/8/30-9,11
4300,2020/8/30-10,30
4301,2020/8/30-11,20
4302,2020/8/30-12,33
4303,2020/8/30-13,8
4304,2020/8/30-14,32
4305,2020/8/30-15,16
4306,2020/8/30-16,25
4307,2020/8/30-17,11
4308,2020/8/30-18,4
4309,2020/8/30-19,31
4310,2020/8/30-20,2
4311,2020/8/30-21,26
4312,2020/8/30-22,28
4313,2020/8/30-23,37
4314,2020/8/31-0,12
4315,2020/8/31-1,2
4316,2020/8/31-2,4
4317,2020/8/31-4,1
4318,2020/8/31-5,1
4319,2020/8/31-6,3
4320,2020/8/31-7,2
4321,2020/8/31-8,6
4322,2020/8/31-9,3
4323,2020/8/31-10,15
4324,2020/8/31-11,2
4325,2020/8/31-12,11
4326,2020/8/31-13,23
4327,2020/8/31-14,1
4328,2020/8/31-15,13
4329,2020/8/31-16,11
4330,2020/8/31-17,45
4331,2020/8/31-18,12
4332,2020/8/31-19,3
4333,2020/8/31-20,26
4334,2020/8/31-21,32
4335,2020/8/31-22,8
4336,2020/8/4-0,4
4337,2020/8/4-1,1
4338,2020/8/4-4,1
4339,2020/8/4-5,1
4340,2020/8/4-6,4
4341,2020/8/4-7,1
4342,2020/8/4-8,4
4343,2020/8/4-9,12
4344,2020/8/4-10,17
4345,2020/8/4-11,16
4346,2020/8/4-12,10
4347,2020/8/4-13,6
4348,2020/8/4-14,10
4349,2020/8/4-15,39
4350,2020/8/4-16,34
4351,2020/8/4-17,8
4352,2020/8/4-18,7
4353,2020/8/4-19,9
4354,2020/8/4-20,49
4355,2020/8/4-21,30
4356,2020/8/4-22,6
4357,2020/8/4-23,5
4358,2020/8/5-0,2
4359,2020/8/5-1,3
4360,2020/8/5-3,1
4361,2020/8/5-6,1
4362,2020/8/5-7,2
4363,2020/8/5-8,2
4364,2020/8/5-9,10
4365,2020/8/5-10,19
4366,2020/8/5-11,20
4367,2020/8/5-12,20
4368,2020/8/5-13,12
4369,2020/8/5-14,44
4370,2020/8/5-15,28
4371,2020/8/5-16,15
4372,2020/8/5-17,51
4373,2020/8/5-18,4
4374,2020/8/5-19,6
4375,2020/8/5-20,7
4376,2020/8/5-21,8
4377,2020/8/5-22,34
4378,2020/8/5-23,2
4379,2020/8/6-1,1
4380,2020/8/6-2,5
4381,2020/8/6-3,3
4382,2020/8/6-4,2
4383,2020/8/6-6,5
4384,2020/8/6-7,1
4385,2020/8/6-9,6
4386,2020/8/6-11,48
4387,2020/8/6-12,16
4388,2020/8/6-13,25
