,truck_no,load_date,end_point
36559,鲁L85902,2021-11-26 15:41:01,P000035999
36560,鲁L77953,2021-11-26 15:41:07,P000076832
36575,苏GX0167,2021-11-26 15:56:09,P000061093
36576,苏GX0167,2021-11-26 15:56:09,P000018362
36579,鲁L68997,2021-11-26 15:58:02,P000017812
36587,鲁L67183,2021-11-26 16:03:02,P000014202
36597,鲁LD0092,2021-11-26 16:12:35,P000017982
36601,苏GP5912,2021-11-26 16:16:00,P000018362
36602,苏GP5912,2021-11-26 16:16:00,P000061093
36614,鲁L72516,2021-11-26 16:20:23,P000061093
36615,鲁L72516,2021-11-26 16:20:23,P000061093
36622,鲁L86772,2021-11-26 16:27:41,P000042933
36633,鲁Q261GD,2021-11-26 16:34:00,P000061093
36634,鲁Q261GD,2021-11-26 16:34:00,P000018362
36662,鲁L70699,2021-11-26 16:48:02,P000014202
36670,鲁L69651,2021-11-26 16:56:02,P000017812
36690,苏GR0612,2021-11-26 17:12:15,P000061093
36691,苏GR0612,2021-11-26 17:12:15,P000018362
36693,鲁L93323,2021-11-26 17:13:32,P000050429
36695,苏GG6099,2021-11-26 17:14:00,P000042933
36705,鲁L69112,2021-11-26 17:21:32,P000017662
36712,鲁L76110,2021-11-26 17:27:32,P000042804
36715,鲁UF3792,2021-11-26 17:28:02,P000072182
36718,鲁L83678,2021-11-26 17:29:02,P000055551
36734,鲁L72192,2021-11-26 17:37:01,P000050429
36747,鲁L75905,2021-11-26 17:45:02,P000035999
36758,鲁L91668,2021-11-26 17:52:02,P000014202
36760,鲁L39791,2021-11-26 17:52:29,P000001535
36767,鲁L71972,2021-11-26 17:55:41,P000017812
36768,鲁L85550,2021-11-26 17:57:02,P000042804
36772,鲁L67973,2021-11-26 18:06:02,P000017812
36780,鲁L69152,2021-11-26 18:11:20,P000055787
36781,鲁L75560,2021-11-26 18:11:26,P000055551
36786,鲁L79702,2021-11-26 18:14:17,P000042933
36787,鲁L98321,2021-11-26 18:15:02,P000015622
36789,鲁L78667,2021-11-26 18:15:41,P000050429
36791,鲁L13595,2021-11-26 18:16:31,P000042963
36792,鲁L15152,2021-11-26 18:18:20,P000001535
36801,鲁L67653,2021-11-26 18:23:31,P000055787
36814,鲁L69832,2021-11-26 18:32:32,P000017812
36836,鲁L19588,2021-11-26 18:48:00,P000017982
36839,鲁UP8116,2021-11-26 18:50:31,P000024571
36841,鲁L89670,2021-11-26 18:52:00,P000061093
36842,鲁L89670,2021-11-26 18:52:00,P000061093
36848,鲁L13723,2021-11-26 18:54:50,P000017982
36852,苏GN2526,2021-11-26 18:58:00,P000018362
36853,苏GN2526,2021-11-26 18:58:00,P000061093
36860,鲁Q115LC,2021-11-26 19:08:00,P000018362
36861,鲁Q115LC,2021-11-26 19:08:00,P000061093
36864,鲁UF5902,2021-11-26 19:09:31,P000024571
36870,鲁UT6762,2021-11-26 19:13:31,P000024571
36871,鲁L73013,2021-11-26 19:14:00,P000061093
36872,鲁L73013,2021-11-26 19:14:00,P000018362
36876,鲁L68321,2021-11-26 19:16:31,P000046951
36877,鲁UR3905,2021-11-26 19:17:31,P000024571
36879,鲁UG6805,2021-11-26 19:22:32,P000024571
36880,苏GZ3718,2021-11-26 19:22:46,P000017982
36882,鲁L73833,2021-11-26 19:23:37,P000017760
36917,鲁L69653,2021-11-26 19:56:02,P000042963
36931,鲁L73035,2021-11-26 20:11:31,P000015400
36935,鲁L95963,2021-11-26 20:14:01,P000042963
36942,鲁Q158KT,2021-11-26 20:20:44,P000061093
36943,鲁Q158KT,2021-11-26 20:20:44,P000018362
36946,鲁L99737,2021-11-26 20:22:31,P000055787
36952,鲁L67103,2021-11-26 20:25:31,P000050429
36953,鲁L70603,2021-11-26 20:26:00,P000018362
36963,鲁L88817,2021-11-26 20:32:02,P000055787
36983,鲁L68759,2021-11-26 20:44:32,P000016685
36984,鲁L73131,2021-11-26 20:45:31,P000035999
37004,苏GP0612,2021-11-26 21:01:18,P000047051
37006,鲁UV0185,2021-11-26 21:06:02,P000024571
37010,鲁L63182,2021-11-26 21:09:02,P000014202
37018,苏GH8195,2021-11-26 21:20:19,P000061093
37019,苏GH8195,2021-11-26 21:20:19,P000018362
37020,苏GK2859,2021-11-26 21:20:51,P000047051
37023,鲁L58318,2021-11-26 21:23:56,P000047051
37028,苏GP9065,2021-11-26 21:26:34,P000018976
37036,苏GF6763,2021-11-26 21:37:14,P000017982
37042,鲁L91380,2021-11-26 21:42:00,P000047051
37046,鲁L79366,2021-11-26 21:44:31,P000042963
37047,鲁L77953,2021-11-26 21:45:31,P000042963
37049,鲁L87101,2021-11-26 21:46:32,P000015400
37052,苏GP1653,2021-11-26 21:48:25,P000017982
37055,鲁Q027GH,2021-11-26 21:50:00,P000018362
37056,鲁Q027GH,2021-11-26 21:50:00,P000061093
37059,鲁L68112,2021-11-26 21:54:00,P000018362
37060,鲁L68112,2021-11-26 21:54:00,P000061093
37068,鲁UF5302,2021-11-26 22:06:40,P000055551
37075,鲁L69013,2021-11-26 22:12:00,P000018362
37076,鲁L69013,2021-11-26 22:12:00,P000061093
37080,鲁L73130,2021-11-26 22:13:31,P000015400
37098,鲁L85088,2021-11-26 22:31:32,P000042963
37101,鲁UF7053,2021-11-26 22:36:31,P000024571
37106,苏GN6169,2021-11-26 22:44:00,P000018362
37107,苏GN6169,2021-11-26 22:44:00,P000061093
37123,鲁L79950,2021-11-26 23:04:31,P000042963
37134,鲁L60055,2021-11-26 23:21:02,P000055787
37142,鲁L15623,2021-11-26 23:27:05,P000017982
37146,鲁Q678QX,2021-11-26 23:36:50,P000042933
37148,鲁L70133,2021-11-26 23:40:32,P000050317
37162,苏H4983V,2021-11-26 23:50:02,P000027712
37192,鲁L88905,2021-11-27 00:29:31,P000017812
37204,鲁UW7761,2021-11-27 00:48:31,P000055551
37205,苏GT7318,2021-11-27 00:49:08,P000017982
37274,苏GQ9989,2021-11-27 02:39:26,P000018204
37280,鲁L88391,2021-11-27 02:47:31,P000050429
37288,鲁L93195,2021-11-27 03:09:02,P000015400
37309,鲁L68655,2021-11-27 04:00:03,P000055787
37311,鲁L15520,2021-11-27 04:06:15,P000057888
37312,鲁L15520,2021-11-27 04:06:15,P000057888
37313,鲁L57720,2021-11-27 04:28:02,P000050317
37323,鲁UF5987,2021-11-27 04:42:02,P000043918
37326,鲁L79550,2021-11-27 04:46:01,P000042963
37328,鲁L79123,2021-11-27 04:54:16,P000047051
37329,鲁UF5902,2021-11-27 04:58:01,P000043918
37335,鲁UP8116,2021-11-27 05:15:31,P000043918
37336,鲁L92226,2021-11-27 05:16:31,P000042963
37348,鲁L76155,2021-11-27 05:31:31,P000015400
37350,苏GQ6109,2021-11-27 05:34:00,P000061093
37351,苏GQ6109,2021-11-27 05:34:00,P000018362
37352,苏GN3229,2021-11-27 05:38:00,P000018362
37353,苏GN3229,2021-11-27 05:38:00,P000061093
37354,鲁L13333,2021-11-27 05:40:32,P000055787
37356,鲁UF3932,2021-11-27 05:49:32,P000043918
37361,苏GB3319,2021-11-27 05:54:00,P000018362
37362,苏GB3319,2021-11-27 05:54:00,P000061093
37366,苏GV2010,2021-11-27 06:01:08,P000018362
37367,苏GV2010,2021-11-27 06:01:08,P000061093
37372,鲁L79113,2021-11-27 06:11:41,P000042963
37383,鲁UP1337,2021-11-27 06:20:02,P000043918
37388,苏GR8369,2021-11-27 06:22:41,P000061093
37389,苏GR8369,2021-11-27 06:22:41,P000018362
37393,苏GT3562,2021-11-27 06:26:00,P000018362
37394,苏GT3562,2021-11-27 06:26:00,P000061093
37396,鲁UV0185,2021-11-27 06:26:31,P000043918
37399,鲁L57353,2021-11-27 06:29:01,P000014930
37402,鲁L88817,2021-11-27 06:33:32,P000021313
37407,鲁UF7053,2021-11-27 06:37:01,P000043918
37418,鲁L65153,2021-11-27 06:50:31,P000039906
37428,鲁H71H01,2021-11-27 07:11:31,P000043918
37437,鲁L90800,2021-11-27 07:18:00,P000036016
37438,鲁Q122FR,2021-11-27 07:21:16,P000061093
37439,鲁Q122FR,2021-11-27 07:21:16,P000018362
37443,鲁L77518,2021-11-27 07:33:02,P000042963
37452,鲁L86708,2021-11-27 07:43:02,P000015400
37454,鲁L98321,2021-11-27 07:45:06,P000015400
37455,鲁L85550,2021-11-27 07:47:02,P000050429
37460,鲁L65172,2021-11-27 08:02:32,P000055787
37461,鲁L69272,2021-11-27 08:03:32,P000046951
37462,鲁L91668,2021-11-27 08:04:31,P000055787
37473,鲁L67973,2021-11-27 08:20:31,P000050317
37474,鲁L76170,2021-11-27 08:20:38,P000015400
37476,鲁L99737,2021-11-27 08:23:31,P000021313
37481,鲁L69152,2021-11-27 08:29:31,P000055787
37483,鲁L68759,2021-11-27 08:34:31,P000043918
37485,鲁L75560,2021-11-27 08:36:11,P000042293
37498,鲁LD1025,2021-11-27 08:49:31,P000015400
37501,鲁L68093,2021-11-27 08:54:32,P000017662
37503,鲁L75822,2021-11-27 08:56:00,P000016731
37504,鲁L85797,2021-11-27 08:56:04,P000036016
37506,鲁UR3905,2021-11-27 08:58:31,P000055551
37507,苏GZ3718,2021-11-27 08:58:48,P000017982
37508,苏GZ3718,2021-11-27 08:58:48,P000018204
37513,鲁L61106,2021-11-27 09:05:24,P000036016
37514,苏GY7057,2021-11-27 09:06:00,P000061093
37515,苏GY7057,2021-11-27 09:06:00,P000018362
37516,苏GK3918,2021-11-27 09:06:06,P000061093
37517,苏GK3918,2021-11-27 09:06:06,P000018362
37518,鲁L86785,2021-11-27 09:07:32,P000042106
37519,鲁L71631,2021-11-27 09:10:31,P000017760
37524,鲁Q500GR,2021-11-27 09:14:00,P000018362
37525,鲁Q500GR,2021-11-27 09:14:00,P000061093
37527,鲁L69832,2021-11-27 09:14:09,P000013819
37532,鲁L68757,2021-11-27 09:18:02,P000039906
37541,鲁Q288ES,2021-11-27 09:24:00,P000018362
37542,鲁Q288ES,2021-11-27 09:24:00,P000061093
37544,鲁L97859,2021-11-27 09:26:02,P000073281
37545,鲁L71972,2021-11-27 09:27:32,P000015059
37552,鲁L79710,2021-11-27 09:34:02,P000042106
37561,鲁Q770GT,2021-11-27 09:44:00,P000018362
37562,鲁Q770GT,2021-11-27 09:44:00,P000061093
37576,鲁L70699,2021-11-27 09:55:31,P000013819
37579,鲁Q122EG,2021-11-27 09:56:00,P000018362
37580,鲁Q122EG,2021-11-27 09:56:00,P000061093
37581,鲁L73131,2021-11-27 09:56:31,P000017954
37589,鲁L71119,2021-11-27 10:02:02,P000017954
37592,鲁L99559,2021-11-27 10:03:02,P000073281
37595,鲁L71267,2021-11-27 10:04:02,P000017954
37597,鲁L67952,2021-11-27 10:05:31,P000050317
37601,鲁Q905FT,2021-11-27 10:08:03,P000018362
37602,鲁Q905FT,2021-11-27 10:08:03,P000061093
37603,苏GR5517,2021-11-27 10:08:09,P000018362
37604,苏GR5517,2021-11-27 10:08:09,P000061093
37616,鲁Q375KU,2021-11-27 10:20:05,P000061093
37617,鲁Q375KU,2021-11-27 10:20:05,P000018362
37630,鲁Q965ET,2021-11-27 10:26:05,P000061093
37631,鲁Q965ET,2021-11-27 10:26:05,P000018362
37633,琼E16771,2021-11-27 10:26:29,P000042933
37642,鲁Q722EZ,2021-11-27 10:30:35,P000061093
37643,鲁Q722EZ,2021-11-27 10:30:35,P000018362
37645,鲁L73762,2021-11-27 10:31:01,P000035999
37650,鲁Q890ER,2021-11-27 10:34:04,P000061093
37651,鲁Q890ER,2021-11-27 10:34:04,P000018362
37652,鲁UT6762,2021-11-27 10:34:32,P000043918
37655,苏GJ5951,2021-11-27 10:38:00,P000018204
37657,苏GW5162,2021-11-27 10:39:28,P000061093
37658,苏GW5162,2021-11-27 10:39:28,P000018362
37659,鲁Q778GA,2021-11-27 10:40:00,P000061093
37660,鲁Q778GA,2021-11-27 10:40:00,P000018362
37661,鲁L69917,2021-11-27 10:40:02,P000013819
37669,鲁L68188,2021-11-27 10:44:32,P000017954
37674,鲁L87060,2021-11-27 10:46:32,P000015400
37677,鲁L97810,2021-11-27 10:48:02,P000015400
37679,鲁L85233,2021-11-27 10:48:42,P000015400
37686,鲁L63182,2021-11-27 10:54:02,P000017954
37691,鲁L95707,2021-11-27 10:57:32,P000017812
37701,鲁L71556,2021-11-27 11:04:00,P000044310
37703,鲁Q220EX,2021-11-27 11:08:00,P000061093
37704,鲁Q220EX,2021-11-27 11:08:00,P000018362
37705,苏GK5897,2021-11-27 11:08:04,P000061093
37706,苏GK5897,2021-11-27 11:08:04,P000018362
37707,鲁L70357,2021-11-27 11:08:08,P000000651
37709,鲁L72700,2021-11-27 11:08:31,P000042933
37712,鲁L83973,2021-11-27 11:08:59,P000015400
37723,鲁Q207EX,2021-11-27 11:14:04,P000042933
37724,鲁GC0136,2021-11-27 11:14:08,P000018362
37725,鲁GC0136,2021-11-27 11:14:08,P000061093
37732,鲁Q879GG,2021-11-27 11:18:00,P000018362
37733,鲁Q879GG,2021-11-27 11:18:00,P000061093
37747,鲁L57720,2021-11-27 11:21:31,P000022741
37751,鲁L69629,2021-11-27 11:23:59,P000014484
37762,鲁L73121,2021-11-27 11:30:41,P000042933
37767,鲁L69580,2021-11-27 11:34:02,P000050317
37768,鲁L79080,2021-11-27 11:34:08,P000050317
37770,鲁L79089,2021-11-27 11:35:07,P000015400
37775,鲁L68132,2021-11-27 11:36:00,P000018362
37776,鲁L68132,2021-11-27 11:36:00,P000061093
37781,鲁L69822,2021-11-27 11:38:02,P000073301
37790,苏GX1913,2021-11-27 11:42:08,P000018362
37791,苏GX1913,2021-11-27 11:42:08,P000061093
37797,鲁VQ6361,2021-11-27 11:44:09,P000061093
37798,鲁VQ6361,2021-11-27 11:44:09,P000018362
37799,鲁L86710,2021-11-27 11:44:32,P000015400
37800,鲁L72163,2021-11-27 11:44:37,P000042933
37817,鲁L76993,2021-11-27 11:56:31,P000015622
37818,鲁L67837,2021-11-27 11:58:00,P000044310
37820,鲁L71812,2021-11-27 11:59:13,P000047193
37822,苏GF6763,2021-11-27 12:00:39,P000017982
37830,鲁L72750,2021-11-27 12:05:49,P000047051
37838,鲁Q377HB,2021-11-27 12:09:04,P000018362
37839,鲁Q377HB,2021-11-27 12:09:04,P000061093
37852,鲁L67621,2021-11-27 12:15:19,P000061093
37853,鲁L67621,2021-11-27 12:15:19,P000018362
37856,鲁L67500,2021-11-27 12:16:02,P000022741
37866,鲁Q985HT,2021-11-27 12:20:18,P000042933
37872,鲁L90783,2021-11-27 12:24:06,P000047193
37884,鲁Q055EL,2021-11-27 12:29:56,P000036016
37887,鲁L19123,2021-11-27 12:32:31,P000027712
37896,鲁L67653,2021-11-27 12:36:03,P000021313
37900,鲁L69055,2021-11-27 12:38:31,P000017954
37910,鲁L19588,2021-11-27 12:42:06,P000018204
37912,鲁Q163EP,2021-11-27 12:43:07,P000018362
37913,鲁Q163EP,2021-11-27 12:43:07,P000061093
37915,鲁Q391LG,2021-11-27 12:44:00,P000006176
37921,鲁L19008,2021-11-27 12:47:08,P000015400
37924,鲁L70133,2021-11-27 12:50:02,P000022741
37926,鲁L86597,2021-11-27 12:51:02,P000015622
37927,鲁L85088,2021-11-27 12:51:24,P000050429
37929,鲁UN0265,2021-11-27 12:52:02,P000043918
37931,鲁L90758,2021-11-27 12:53:01,P000055787
37932,苏GM7230,2021-11-27 12:54:00,P000018362
37933,苏GM7230,2021-11-27 12:54:00,P000061093
37934,鲁L13595,2021-11-27 12:54:02,P000042963
37943,苏GT7761,2021-11-27 12:59:47,P000017982
37946,鲁L90009,2021-11-27 13:01:02,P000015400
37952,鲁UP8116,2021-11-27 13:03:42,P000043918
37955,鲁UN1637,2021-11-27 13:04:02,P000043918
37957,鲁Q707FQ,2021-11-27 13:05:32,P000042933
37961,鲁Q189QR,2021-11-27 13:10:00,P000015068
37966,鲁L13333,2021-11-27 13:12:31,P000021313
37973,鲁L68655,2021-11-27 13:17:01,P000021313
37974,鲁L68026,2021-11-27 13:17:31,P000021313
37975,鲁Q355EX,2021-11-27 13:17:53,P000018886
37979,鲁L75902,2021-11-27 13:20:31,P000015400
37980,鲁L68321,2021-11-27 13:21:02,P000021313
37982,鲁L68023,2021-11-27 13:21:31,P000043918
37985,鲁L75090,2021-11-27 13:23:01,P000015400
37992,鲁UP8992,2021-11-27 13:28:00,P000018362
37993,鲁UP8992,2021-11-27 13:28:00,P000061093
37994,鲁L68072,2021-11-27 13:28:02,P000043918
37997,鲁L75905,2021-11-27 13:31:31,P000021313
38007,鲁L76110,2021-11-27 13:41:01,P000042963
38010,鲁L77953,2021-11-27 13:45:31,P000014202
38014,鲁L68273,2021-11-27 13:46:02,P000022741
38026,鲁L60055,2021-11-27 13:52:32,P000021313
38029,鲁L13723,2021-11-27 13:55:29,P000017982
38033,鲁L57725,2021-11-27 13:57:32,P000043918
38044,鲁L70695,2021-11-27 14:02:02,P000042963
38046,琼E18577,2021-11-27 14:04:06,P000044310
38052,鲁LD0092,2021-11-27 14:09:30,P000018204
38064,鲁L68826,2021-11-27 14:18:00,P000018362
38065,鲁L68826,2021-11-27 14:18:00,P000061093
38068,鲁UG6805,2021-11-27 14:20:02,P000043918
38075,苏GH8195,2021-11-27 14:24:03,P000042333
38080,鲁L68315,2021-11-27 14:28:17,P000018362
38081,鲁L68315,2021-11-27 14:28:17,P000061093
38085,鲁L69651,2021-11-27 14:29:02,P000043918
38086,鲁UF5987,2021-11-27 14:29:31,P000043918
38087,鲁L68093,2021-11-27 14:32:01,P000051459
38088,琼E13687,2021-11-27 14:32:42,P000042333
38094,鲁L89670,2021-11-27 14:34:18,P000061093
38095,鲁UV0185,2021-11-27 14:35:02,P000043918
38097,鲁L57353,2021-11-27 14:38:31,P000014930
38098,苏GN6169,2021-11-27 14:40:00,P000018362
38099,苏GN6169,2021-11-27 14:40:00,P000061093
38100,琼E28553,2021-11-27 14:40:05,P000018362
38101,鲁L88905,2021-11-27 14:40:31,P000015400
38102,鲁L88817,2021-11-27 14:40:42,P000055787
38109,鲁L85751,2021-11-27 14:46:04,P000061093
38110,鲁L85751,2021-11-27 14:46:04,P000018362
38113,鲁L67568,2021-11-27 14:50:00,P000061093
38114,鲁L67568,2021-11-27 14:50:00,P000018362
38123,鲁UW7761,2021-11-27 14:56:51,P000076832
38124,鲁L85300,2021-11-27 14:57:32,P000015400
38125,鲁L99737,2021-11-27 14:57:39,P000055787
38132,鲁L70178,2021-11-27 15:00:08,P000061093
38133,鲁L70178,2021-11-27 15:00:08,P000018362
38137,鲁L72192,2021-11-27 15:02:32,P000077535
38138,苏GK2600,2021-11-27 15:04:32,P000018204
38140,鲁L73176,2021-11-27 15:10:00,P000018362
38143,鲁UF3932,2021-11-27 15:11:01,P000043918
38145,苏GM1285,2021-11-27 15:12:00,P000018362
38146,苏GM1285,2021-11-27 15:12:00,P000061093
38164,鲁L15587,2021-11-27 15:26:28,P000018204
38169,苏GT9806,2021-11-27 15:28:04,P000044310
38177,苏GT7318,2021-11-27 15:35:29,P000018204
38178,鲁L73035,2021-11-27 15:35:32,P000015400
38179,苏GL8015,2021-11-27 15:36:00,P000018362
38180,苏GL8015,2021-11-27 15:36:00,P000061093
38183,鲁L93323,2021-11-27 15:37:37,P000073281
38184,鲁UN2799,2021-11-27 15:39:02,P000043918
38185,苏GG6099,2021-11-27 15:39:08,P000044310
38186,鲁L67635,2021-11-27 15:39:12,P000003909
38191,鲁L92226,2021-11-27 15:40:57,P000021313
38193,琼E26279,2021-11-27 15:42:00,P000061093
38194,琼E26279,2021-11-27 15:42:00,P000018362
38195,苏GG1611,2021-11-27 15:42:07,P000018362
38203,苏GN2526,2021-11-27 15:48:29,P000061093
38204,苏GN2526,2021-11-27 15:48:29,P000018362
38208,鲁L91668,2021-11-27 15:50:46,P000021313
38210,苏GD2160,2021-11-27 15:52:33,P000018204
38214,鲁Q509AG,2021-11-27 15:58:00,P000044310
38217,鲁L73833,2021-11-27 15:59:02,P000014930
38219,鲁L78757,2021-11-27 16:03:02,P000015400
38220,鲁L68207,2021-11-27 16:03:31,P000021313
38226,鲁L65172,2021-11-27 16:13:03,P000043918
38227,鲁L67973,2021-11-27 16:13:31,P000017812
38231,鲁L63182,2021-11-27 16:14:03,P000017954
38236,鲁L79113,2021-11-27 16:18:41,P000050429
38243,鲁L57006,2021-11-27 16:23:01,P000001535
38244,鲁L69157,2021-11-27 16:23:01,P000042580
38254,鲁L15165,2021-11-27 16:29:04,P000001535
38262,琼E27259,2021-11-27 16:34:00,P000018362
38263,琼E27259,2021-11-27 16:34:00,P000061093
38264,鲁L71972,2021-11-27 16:34:02,P000017812
38267,鲁L70699,2021-11-27 16:35:02,P000022741
38272,鲁L68997,2021-11-27 16:37:31,P000072182
38275,鲁L13613,2021-11-27 16:38:33,P000017982
38276,鲁L13613,2021-11-27 16:38:33,P000017982
38294,鲁L69152,2021-11-27 16:54:32,P000055787
38303,鲁L69832,2021-11-27 17:00:26,P000017812
38310,鲁L79950,2021-11-27 17:05:31,P000014202
38314,鲁LE7252,2021-11-27 17:08:42,P000001535
38321,鲁L13973,2021-11-27 17:11:10,P000018204
38325,鲁L92226,2021-11-27 17:13:31,P000055787
38333,鲁L78667,2021-11-27 17:18:02,P000015400
38348,鲁L69272,2021-11-27 17:31:09,P000046951
38353,苏GQ5895,2021-11-27 17:36:00,P000018362
38354,苏GQ5895,2021-11-27 17:36:00,P000061093
38356,鲁L95963,2021-11-27 17:37:01,P000077535
38358,琼E14289,2021-11-27 17:37:39,P000044310
38359,鲁L79113,2021-11-27 17:39:02,P000051459
38361,鲁L67103,2021-11-27 17:40:31,P000015622
38363,鲁L69300,2021-11-27 17:44:02,P000043918
38370,鲁L71119,2021-11-27 17:46:31,P000017760
38373,鲁L15932,2021-11-27 17:50:07,P000018204
38375,鲁UT6762,2021-11-27 17:52:02,P000055787
38377,鲁L68820,2021-11-27 17:55:31,P000019562
38385,鲁L69917,2021-11-27 18:02:32,P000050317
38389,鲁L67903,2021-11-27 18:04:09,P000021313
38399,琼E24048,2021-11-27 18:20:51,P000044310
38402,鲁L15152,2021-11-27 18:22:42,P000001535
38411,鲁UF7053,2021-11-27 18:29:31,P000043918
38413,鲁L70676,2021-11-27 18:30:31,P000019562
38415,琼E13276,2021-11-27 18:33:24,P000044310
38416,鲁L79366,2021-11-27 18:34:02,P000014930
38417,鲁L99788,2021-11-27 18:34:17,P000001535
38420,苏GR0181,2021-11-27 18:38:37,P000018204
38421,鲁L59357,2021-11-27 18:38:45,P000018204
38424,苏GJ6972,2021-11-27 18:41:30,P000018204
38425,琼E21265,2021-11-27 18:42:29,P000061093
38436,鲁Q526JE,2021-11-27 18:50:00,P000061093
38437,鲁Q526JE,2021-11-27 18:50:00,P000018362
38440,鲁L57720,2021-11-27 18:51:12,P000042580
38452,鲁L59103,2021-11-27 18:58:59,P000018204
38460,苏GW1036,2021-11-27 19:07:16,P000018204
38463,鲁L63875,2021-11-27 19:11:32,P000021313
38466,鲁L68980,2021-11-27 19:12:31,P000021313
38474,鲁L72029,2021-11-27 19:18:02,P000055787
38478,鲁L71581,2021-11-27 19:20:00,P000044310
38479,琼E22949,2021-11-27 19:20:07,P000061093
38480,琼E22949,2021-11-27 19:20:07,P000018362
38489,鲁L90656,2021-11-27 19:27:02,P000077535
38493,鲁L77518,2021-11-27 19:29:02,P000076832
38496,鲁Q213HG,2021-11-27 19:30:00,P000018362
38497,鲁Q213HG,2021-11-27 19:30:00,P000061093
38498,鲁L70312,2021-11-27 19:30:18,P000018362
38499,鲁L70312,2021-11-27 19:30:18,P000061093
38500,鲁LD7530,2021-11-27 19:34:11,P000044310
38516,鲁L65153,2021-11-27 19:47:01,P000046951
38518,苏GX0167,2021-11-27 19:50:00,P000061093
38519,苏GX0167,2021-11-27 19:50:00,P000018362
38521,苏GD3030,2021-11-27 19:50:08,P000018204
38528,琼E25545,2021-11-27 19:53:58,P000040765
38529,琼E25545,2021-11-27 19:53:58,P000040765
38532,鲁Q978FV,2021-11-27 19:58:00,P000018362
38533,鲁Q978FV,2021-11-27 19:58:00,P000061093
38536,鲁Q536EX,2021-11-27 19:59:59,P000003909
38550,鲁L68757,2021-11-27 20:13:02,P000072182
38560,鲁UN1637,2021-11-27 20:21:01,P000043918
38566,鲁L17303,2021-11-27 20:25:38,P000014453
38568,鲁L73131,2021-11-27 20:26:32,P000017954
38576,鲁UP8116,2021-11-27 20:42:32,P000043918
38582,鲁L70623,2021-11-27 20:50:00,P000018204
38583,鲁L70623,2021-11-27 20:50:00,P000017982
38592,鲁L68321,2021-11-27 21:02:02,P000051459
38598,鲁L68072,2021-11-27 21:05:31,P000043918
38599,鲁L63621,2021-11-27 21:06:00,P000044310
38600,鲁L13333,2021-11-27 21:06:31,P000051459
38604,鲁Q837GK,2021-11-27 21:12:00,P000061093
38605,鲁Q837GK,2021-11-27 21:12:00,P000018362
38613,鲁L68026,2021-11-27 21:17:31,P000051459
38614,苏GX1913,2021-11-27 21:18:00,P000018362
38615,苏GX1913,2021-11-27 21:18:00,P000061093
38621,鲁L15520,2021-11-27 21:21:50,P000014453
38642,鲁L60055,2021-11-27 21:32:02,P000055787
38646,鲁L68866,2021-11-27 21:36:00,P000061093
38647,鲁L68866,2021-11-27 21:36:00,P000018362
38652,鲁L15623,2021-11-27 21:39:49,P000017982
38670,鲁L68023,2021-11-27 21:54:02,P000072182
38672,鲁UG6805,2021-11-27 21:55:02,P000043918
38679,鲁UR3905,2021-11-27 21:59:32,P000043918
38694,鲁UV0185,2021-11-27 22:17:32,P000055551
38697,苏GM7230,2021-11-27 22:24:00,P000018362
38698,苏GM7230,2021-11-27 22:24:00,P000061093
38726,鲁L91668,2021-11-27 22:51:31,P000055787
38733,鲁L68207,2021-11-27 22:57:02,P000021313
38754,鲁UW7761,2021-11-27 23:14:02,P000024571
38764,鲁L95963,2021-11-27 23:26:32,P000014202
38787,鲁UP1337,2021-11-27 23:50:02,P000055551
38788,苏H4983V,2021-11-27 23:50:31,P000027712
38807,鲁UF3932,2021-11-28 00:10:32,P000043918
38809,鲁UN2799,2021-11-28 00:13:32,P000043918
38810,鲁L90656,2021-11-28 00:14:31,P000076832
38827,鲁L79123,2021-11-28 00:36:00,P000036016
38829,鲁L68093,2021-11-28 00:39:02,P000017954
38838,鲁L79950,2021-11-28 00:51:31,P000021313
38863,鲁L68759,2021-11-28 01:16:02,P000014930
38864,鲁L67952,2021-11-28 01:16:07,P000014930
38873,鲁L69157,2021-11-28 01:31:02,P000042580
38896,鲁UF7053,2021-11-28 02:06:32,P000043918
38915,鲁UF5987,2021-11-28 02:39:02,P000043918
38916,鲁UN1637,2021-11-28 02:40:02,P000043918
38923,鲁L85797,2021-11-28 02:55:39,P000036016
38935,鲁UN0265,2021-11-28 03:20:32,P000043918
38944,鲁UF5902,2021-11-28 03:55:02,P000043918
38945,鲁L79106,2021-11-28 04:00:00,P000036016
38947,鲁L91380,2021-11-28 04:00:39,P000036016
38948,鲁L63182,2021-11-28 04:01:31,P000017760
38956,鲁L77953,2021-11-28 04:13:31,P000076832
38957,鲁L67500,2021-11-28 04:16:31,P000043918
38961,鲁Q925GU,2021-11-28 04:24:12,P000018362
38962,鲁Q925GU,2021-11-28 04:24:12,P000061093
38968,鲁L99737,2021-11-28 04:31:31,P000055787
38971,鲁Q713EE,2021-11-28 04:32:45,P000018362
38972,鲁Q713EE,2021-11-28 04:32:45,P000061093
38974,鲁L75560,2021-11-28 04:34:31,P000042293
38982,鲁LE7632,2021-11-28 04:58:37,P000036016
39007,鲁UR3905,2021-11-28 05:29:32,P000043918
39023,苏GN3229,2021-11-28 05:44:00,P000018362
39024,苏GN3229,2021-11-28 05:44:00,P000061093
39028,鲁L68188,2021-11-28 05:48:02,P000051459
39030,鲁L88817,2021-11-28 05:49:32,P000055787
